USER ID,PRODUCT,RATING
100950,secret postage,0.09059883371238521
100950,violet saga,0.09065611032220193
100950,pepper chicago,0.09041761299680137
100950,nina sailor,0.09058071178410596
100950,front salami,0.0904325238604691
100950,motor modular,0.09065810410512871
100950,calypso zigzag,0.09065032302358875
100950,imagine disco,0.0906372053515888
100950,kitchen active,0.09044824570783391
100950,banjo ladder,0.09060813450084179
100950,mexico stretch,0.0906059140807102
100950,meteor slalom,0.0906491617391928
100950,spend oberon,0.09063641558540697
100956,nina sailor,0.09058263651373347
100956,oregano option,0.09062301930820091
100956,popcorn shannon,0.0906473164945114
100956,ninja history,0.09043953575625373
100956,saint desert,0.09066735796456603
100956,kitchen active,0.09044818515478834
100956,barcode arnold,0.09043058333146409
100956,distant list,0.09066557267152464
100962,topic rover,0.09043503321910316
100962,kayak analog,0.09057063221856743
100962,optimal recycle,0.09044854851230881
100962,ninja history,0.09060746659366194
100962,process volume,0.09042274846261482
100962,lobster diana,0.09064057711174425
100962,risk corona,0.09066129964400424
100962,meteor slalom,0.09042547951604851
100962,company polo,0.09059895089370826
100962,image jessica,0.09043844113245288
100962,forum bravo,0.09043473839785003
100962,house vodka,0.09063096174869677
100969,salsa impress,0.09062171510093818
100969,update lola,0.09066037436912196
100969,violet saga,0.0904245520563428
100969,sensor child,0.09065340347347597
100969,peru king,0.09059517636996023
100969,apropos pizza,0.09065892500421274
100969,june monica,0.09065337945053192
100969,wheel gibson,0.09062117905050669
100969,evita soviet,0.09064174358400263
100969,popcorn shannon,0.09065944094837307
100969,civil book,0.09062166322771442
100969,lotus sherman,0.09063369689351777
100969,scale nepal,0.09065727794283795
100969,banjo ladder,0.09066057209574777
100969,helium exact,0.09066631295701798
100969,voodoo planet,0.09042390461237773
100969,image jessica,0.09066515437843234
100969,spend oberon,0.09067084211252902
100969,anagram mentor,0.09066117653408692
100974,bronze mystic,0.0906040484092395
100974,picnic locate,0.09062110065493552
100974,garden jimmy,0.09043171532718465
100974,optimal recycle,0.09061432300211647
100974,meter sigma,0.09058468089049299
100974,ninja history,0.0906472717773676
100974,bandit anatomy,0.09062951297057063
100974,lobster diana,0.09042887280137833
100974,viva avalon,0.09065261959359634
100974,scale nepal,0.09058916136347442
100974,barcode arnold,0.09042322885138114
100974,distant list,0.0905762937168726
100978,update lola,0.09060637585912942
100978,horizon norway,0.09044350743528445
100978,pepper chicago,0.09043388890348648
100978,peru king,0.0906120396109007
100978,civil book,0.09066879932668453
100978,bandit anatomy,0.09066122140814972
100978,lotus sherman,0.09062030818885917
100978,helium exact,0.09061408085029977
100978,sweet alert,0.09062361912331748
100982,secret postage,0.0904334496965965
100982,horizon norway,0.09043213689080593
100982,casino unit,0.09042312167242142
100982,popcorn shannon,0.09046242445985841
100982,adrian crater,0.09056361627163918
100982,civil book,0.09046477275413022
100982,swing martin,0.09067122933640985
100982,viking llama,0.09043093413887775
100982,scale nepal,0.09045407387307758
100982,ventura puzzle,0.09061225864045151
100982,spend oberon,0.0904441192166772
100986,horizon norway,0.09061790040294608
100986,nina sailor,0.09043339776713531
100986,topic rover,0.0906011086255748
100986,casino unit,0.09044965351660132
100986,evita soviet,0.09042924369040733
100986,adrian crater,0.09060953626044753
100986,saint desert,0.0904301452010401
100986,kitchen active,0.09066126393815535
100986,mexico stretch,0.0904334805429082
100986,voodoo planet,0.09042687882416389
100986,ventura puzzle,0.09042264356685581
100986,distant list,0.09066356641774052
100994,premium bread,0.09066217359675327
100994,horizon norway,0.09045368748455994
100994,apropos pizza,0.09061611337572872
100994,strong plume,0.0904286685049003
100994,front salami,0.09060439131303691
100994,popcorn shannon,0.09045200570010536
100994,saint desert,0.09067361920002312
100994,process volume,0.09059726040298287
100994,ship canal,0.0906013286333559
100994,voodoo planet,0.09061204178930544
100994,barcode arnold,0.09059422558096751
100994,spend oberon,0.09066963298412087
100994,distant list,0.0906267586562096
100998,nina sailor,0.0906654381529091
100998,sensor child,0.09066235734940584
100998,topic rover,0.09060384021287547
100998,sabine danube,0.09065791042709774
100998,front salami,0.09066298779212897
100998,motor modular,0.09062629253906815
100998,saint desert,0.09065422471761049
100998,diploma moment,0.09066480000846079
100998,process volume,0.09062535749420442
100998,viking llama,0.09065915002989773
100998,lobster diana,0.09065957640215054
100998,forum bravo,0.09066343918866906
100998,oxford open,0.09065132970030819
101008,premium bread,0.09064687801931709
101008,strong plume,0.09061503663145522
101008,conan antenna,0.09061640168736772
101008,inch fragile,0.09061831193104483
101008,wheel gibson,0.09060804449224714
101008,civil book,0.09062186352185418
101008,swing martin,0.09041435892837567
101008,studio classic,0.0906642720688513
101008,imagine disco,0.09062914548336987
101008,helium exact,0.0904286997396485
101008,meteor slalom,0.09059093801913594
101008,image jessica,0.09043497848413269
101008,anagram mentor,0.0906627521136505
101014,salute joshua,0.09066165620317107
101014,front salami,0.09063087442698636
101014,evita soviet,0.09066286804594705
101014,ninja history,0.09065243671838547
101014,saint desert,0.09060461851407885
101014,story respect,0.09061367492093132
101014,banjo ladder,0.09042570112548297
101014,ventura puzzle,0.09044311013475022
101024,salute joshua,0.09043573651097582
101024,vista queen,0.09062024807842946
101024,sensor child,0.09062200131949157
101024,strong plume,0.09047108547833044
101024,picnic locate,0.09060932053337743
101024,optimal recycle,0.09043113412180036
101024,civil book,0.09043138436304463
101024,ritual product,0.09066394886493301
101024,viking llama,0.09065932128238686
101024,lobster diana,0.09041779588784216
101024,viva avalon,0.09066535437990818
101024,meteor slalom,0.09065337548288328
101024,barcode arnold,0.09063051477881902
101024,spend oberon,0.09061459825723395
101024,distant list,0.09066999023156146
101029,premium bread,0.09042317170081604
101029,salute joshua,0.09063575602183982
101029,vista queen,0.09059146342962746
101029,nina sailor,0.09066552070864929
101029,panic inside,0.09066185823300854
101029,motor modular,0.09063426029291662
101029,diploma moment,0.09065677198597513
101029,bandit anatomy,0.09065527149059974
101029,swing martin,0.09044539885252595
101029,story respect,0.09059952453497855
101029,ship canal,0.09061667690528112
101029,current pony,0.09067168077450827
101029,image jessica,0.09061478261300895
101030,front salami,0.09065485425781444
101030,bronze mystic,0.09066134819868515
101030,inch fragile,0.09042524364477728
101030,meter sigma,0.0904232982302237
101030,ninja history,0.0904510597670895
101030,mexico stretch,0.09065787542863295
101030,image jessica,0.09059675429941594
101030,spend oberon,0.09063060840032006
101037,violet saga,0.09066130569523492
101037,nina sailor,0.09059610349919736
101037,wheel gibson,0.09065309852374699
101037,saint desert,0.09043506013433376
101037,studio classic,0.09061961524778285
101037,lotus sherman,0.09062758404901078
101037,risk corona,0.09066915967563081
101037,ventura puzzle,0.09066438840322787
101037,barcode arnold,0.09065199186998361
101044,salsa impress,0.09042360714351538
101044,apropos pizza,0.09062896953846546
101044,oregano option,0.09044127631323386
101044,june monica,0.09043437398099194
101044,bronze mystic,0.09061047306883618
101044,casino unit,0.09065169530935094
101044,popcorn shannon,0.09045164314094353
101044,process volume,0.09046595518415221
101044,imagine disco,0.09066302773470424
101044,lotus sherman,0.09062501803633218
101044,viva avalon,0.09045584595845113
101044,risk corona,0.0906079341063725
101044,meteor slalom,0.09062421582658325
101044,company polo,0.09061219488788809
101044,distant list,0.09061925426213577
101050,conan antenna,0.09062816273969602
101050,inch fragile,0.09066426425465761
101050,garden jimmy,0.09063536656134193
101050,popcorn shannon,0.09066254368243987
101050,ritual product,0.09043721014891186
101050,viking llama,0.09042542947764456
101050,calypso zigzag,0.09043911003397904
101050,studio classic,0.09060951107066159
101050,ship canal,0.0904625588518585
101050,sweet alert,0.0904533223300487
101050,barcode arnold,0.09066198547952246
101050,distant list,0.09065320379670398
101050,oxford open,0.09067200111019752
